Date: 2002/2/28 ¤U¤È 09:47:53	Author: NTUST
#Start of Description#
NONE
#End of Description#
0.000000	0.000000	-0.434106
0.003083	0.005000	0.950786
0.002987	0.010000	1.149858
0.021570	0.015000	1.323427
0.122420	0.020000	1.486908
0.214600	0.025000	1.639562
0.214200	0.030000	1.782819
0.357300	0.035000	1.917142
0.382800	0.040000	2.046845
